entry	size	instructions	callees	datarefs	scalars
0x0800aa48	164	77	0x0800aa78,0x0800aa8a,0x0800aa9a,0x0800aa9e,0x0800aaac,0x0800aaae,0x0800aaba,0x0800aace,0x0800aadc,0x0800aae6,0x0800b3e8,0x0800c030,0x0800ccc0,0x0800ccf2	0x08008559,0x0800aa78,0x0800aa8a,0x0800aa9a,0x0800aa9e,0x0800aaac,0x0800aaae,0x0800aaba,0x0800aace,0x0800aadc,0x0800aae6,0x0800aaec,0x0800b3e8,0x0800c030,0x0800ccc0,0x0800ccf2	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000c,0x00000010,0x00000014,0x0000001c,0x0000002c
0x0800aaf0	54	25	0x0800ab00,0x0800ab1c,0x0800ab22,0x0800cd80	0x0800ab00,0x0800ab1c,0x0800ab22,0x0800cd80	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000005
0x0800ab26	74	34	0x0800ab38,0x0800ab60,0x0800ab66,0x0800ab6c,0x0800cd80,0x0800cde4	0x0800ab38,0x0800ab60,0x0800ab66,0x0800ab6c,0x0800cd80,0x0800cde4	0x00000000,0x00000001,0x00000002,0x00000003,0x00000005
0x0800ab70	50	23	0x08003848,0x0800aaf0,0x0800aba0	0x08003848,0x0800aaf0,0x0800aba0,0x0800aba4,0x0800aba8,0x0800abac,0x200000c8,0x2000087c,0x2000087e,0x2000088c,0x2000088d	0x00000000,0x00000001,0x00000002,0x00000003,0x00000010,0x00000011
0x0800abb0	80	36	0x0800abd6,0x0800abea,0x0800abec,0x0800bf2c,0x0800bfb0,0x0800bfe2	0x0800abd6,0x0800abea,0x0800abec,0x0800ac00,0x0800ac04,0x0800bf2c,0x0800bfb0,0x0800bfe2,0x20000128,0x20000134,0x20000150,0x2000015c,0x20000160	0x00000000,0x00000001,0x00000004,0x0000000c,0x00000028,0x00000034,0x00000038
0x0800ac08	114	52	0x0800ac26,0x0800ac34,0x0800ac40,0x0800ac52,0x0800ac78,0x0800af70,0x0800bfe2,0x0800bffc,0x0800c014,0x0800c0a0	0x0800ac26,0x0800ac34,0x0800ac40,0x0800ac52,0x0800ac78,0x0800ac7c,0x0800ac80,0x0800af70,0x0800bfe2,0x0800bffc,0x0800c014,0x0800c0a0,0x20000128,0x20000130,0x20000138,0x2000013c,0x2000014c	0x00000000,0x00000001,0x00000004,0x00000008,0x00000010,0x00000014,0x00000024,0x0000002c,0x00000044
0x0800ac84	68	28	0x0800acc2,0x0800bf94,0x0800bffc,0x0800c014,0x0800c0b8,0x0800c5d0	0x0800acc2,0x0800acc8,0x0800accc,0x0800acd0,0x0800acd4,0x0800acd8,0x0800acdc,0x0800bf94,0x0800bffc,0x0800c014,0x0800c0b8,0x0800c5d0,0x20000164,0x20000170,0x20000174	0x00000000,0x0000000a,0x0000000c,0x00000010,0x00000014,0x0800acdc
0x0800ace4	56	24	0x0800acf0,0x0800ad1a,0x0800adb8,0x0800bf2c,0x0800bffc,0x0800c014	0x0800acf0,0x0800ad1a,0x0800ad1c,0x0800ad20,0x0800adb8,0x0800bf2c,0x0800bffc,0x0800c014,0x2000012c,0x20000130,0x2000149c	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000c
0x0800ad24	36	17	0x080001b4,0x0800ad3e,0x0800ad46	0x080001b4,0x0800ad3e,0x0800ad46	0x00000000,0x00000008,0x0000000c,0x00000040
0x0800ad48	112	53	0x080001b4,0x0800ad76,0x0800ad7c,0x0800ad90,0x0800adaa,0x0800adb0,0x0800cb38	0x080001b4,0x0800ad76,0x0800ad7c,0x0800ad90,0x0800adaa,0x0800adb0,0x0800cb38	0x00000000,0x00000001,0x00000002,0x00000004,0x00000008,0x0000000c,0x00000038,0x00000040
0x0800adb8	46	20	0x0800adce,0x0800add0,0x0800addc,0x0800adde,0x0800c030	0x0800adce,0x0800add0,0x0800addc,0x0800adde,0x0800c030	0x00000000,0x00000001,0x00000002,0x00000030,0x00000059
0x0800ae0c	66	33	0x0800ae22	0x0800ae22,0x0800ae50,0x0800ae54,0x0800ae58,0x2000017c,0x20000180,0x20000184,0x20000190,0x20000194,0x20000198,0x20001c88,0x20001c8c,0x20002880,0x20002884	0x00000000,0x00000001,0x00000003,0x00000004,0x00000007,0x00000008,0x0000000a,0x00000014,0x0000001d,0x0000001f
0x0800ae74	34	16	0x0800ae80,0x0800ae92,0x0800c616	0x0800ae80,0x0800ae92,0x0800c616	0x00000000,0x00000001,0x0000000c,0x00000010,0x0000003c,0x00000040
0x0800ae96	154	73	0x080001d8,0x0800aec2,0x0800aec4,0x0800aed0,0x0800aee4,0x0800aee8,0x0800aeec,0x0800aef2,0x0800af2c,0x0800b4c0,0x0800bfaa	0x080001d8,0x0800aec2,0x0800aec4,0x0800aed0,0x0800aee4,0x0800aee8,0x0800aeec,0x0800aef2,0x0800af2c,0x0800b4c0,0x0800bfaa	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000010,0x00000014,0x00000018,0x0000001d,0x00000020,0x00000024,0x00000028,0x0000002c,0x00000030,0x00000034,0x00000037,0x00000038,0x00000040,0x0000004c,0x00000050,0x00000054,0x000000a5
0x0800af30	64	30	0x0800ac84,0x0800af68,0x0800af6c,0x0800af6e,0x0800bfaa	0x0800ac84,0x0800af68,0x0800af6c,0x0800af6e,0x0800bfaa	0x00000000,0x00000004,0x00000008,0x0000000c,0x00000010,0x00000014,0x00000018,0x0000001c,0x00000020,0x00000028,0x0000002c
0x0800af70	64	26	0x0800af76,0x0800bf94	0x0800af76,0x0800afb0,0x0800afb4,0x0800afb8,0x0800afbc,0x0800afc0,0x0800afc4,0x0800afc8,0x0800bf94,0x20000128,0x2000015c,0x20000160,0x2000147c	0x00000000,0x00000001,0x00000014,0x00000034,0x00000038
0x0800afcc	78	39	0x0800afd2,0x0800afd4,0x0800afea,0x0800b00a,0x0800b00e,0x0800b010,0x0800b016	0x0800afd2,0x0800afd4,0x0800afea,0x0800b00a,0x0800b00e,0x0800b010,0x0800b016,0x0800b01c,0x0800b020,0x2000017c,0x20000194,0x20000198	0x00000000,0x00000004
0x0800b024	60	28	0x0800b03e,0x0800b048,0x0800b054,0x0800b05c,0x0800bfb0	0x0800b03e,0x0800b048,0x0800b054,0x0800b05c,0x0800b060,0x0800bfb0,0x20000170,0x20000174	0x00000000,0x00000001,0x00000004,0x0000000c,0x00000010,0x00000018
0x0800b064	28	12	0x0800b074,0x0800b07c,0x0800bffc,0x0800c014	0x0800b074,0x0800b07c,0x0800bffc,0x0800c014	0x00000000,0x00000001,0x00000038
0x0800b080	30	13	0x0800b094,0x0800b096,0x0800bffc,0x0800c014	0x0800b094,0x0800b096,0x0800bffc,0x0800c014	0x00000000,0x00000001,0x00000038,0x0000003c
0x0800b0a0	88	41	0x0800b024,0x0800b0e8,0x0800b0ea,0x0800b0f0,0x0800bf2c,0x0800cd80	0x0800b024,0x0800b0e8,0x0800b0ea,0x0800b0f0,0x0800b0f8,0x0800bf2c,0x0800cd80,0x20000170	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000c,0x00000018,0x0000001d,0x00000020
0x0800b0fc	242	113	0x0800b024,0x0800b110,0x0800b11e,0x0800b132,0x0800b154,0x0800b19a,0x0800b19c,0x0800b1a8,0x0800b1c8,0x0800b1ca,0x0800b1cc,0x0800b1e0,0x0800b1e6,0x0800b1f4,0x0800b284,0x0800bf2c,0x0800c030,0x0800c83a,0x0800cd80	0x0800b024,0x0800b110,0x0800b11e,0x0800b132,0x0800b14a,0x0800b154,0x0800b19a,0x0800b19c,0x0800b1a8,0x0800b1c8,0x0800b1ca,0x0800b1cc,0x0800b1e0,0x0800b1e6,0x0800b1f4,0x0800b1f8,0x0800b284,0x0800bf2c,0x0800c030,0x0800c83a,0x0800cd80,0x20000164	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000a,0x0000000c,0x00000010,0x00000014,0x00000018,0x0000001d,0x0000001e,0x00000020
0x0800b260	30	15	0x0800b276	0x0800b276,0x0800b280,0x20000150,0x2000015c	0x00000000,0x00000004,0x0000000c,0x00000028,0x00000034
0x0800b284	38	17	0x0800b2a0,0x0800b2a4,0x0800b2b0,0x0800ca6c	0x0800b2a0,0x0800b2a4,0x0800b2ac,0x0800b2b0,0x0800ca6c,0x2000016c	0x00000000,0x00000001,0x00000008
0x0800b2b0	104	49	0x0800b2be,0x0800b2f0,0x0800b302,0x0800b30a,0x0800b314,0x0800b316,0x0800bf2c,0x0800bfb0,0x0800cd80	0x0800b2be,0x0800b2f0,0x0800b302,0x0800b30a,0x0800b314,0x0800b316,0x0800b318,0x0800bf2c,0x0800bfb0,0x0800cd80,0x20000170,0x20000174	0x00000000,0x00000004,0x0000000c,0x00000010,0x00000018,0x0000001d,0x00000020,0x00000028
0x0800b330	38	19	0x0800b34c,0x0800b34e,0x0800b350,0x0800b352	0x0800b34c,0x0800b34e,0x0800b350,0x0800b352,0x0800b358,0x0800b35c	0x00000000,0x00000001,0x00000014,0x00000028
0x0800b374	116	50	0x0800b38c,0x0800b3a0,0x0800b3a8,0x0800b3c4,0x0800b3d8,0x0800b3e0,0x0800bffc,0x0800c014,0x0800c16c,0x0800cba0	0x0800b38c,0x0800b3a0,0x0800b3a8,0x0800b3c4,0x0800b3d8,0x0800b3e0,0x0800bffc,0x0800c014,0x0800c16c,0x0800cba0	0x00000000,0x00000001,0x00000004,0x00000005,0x00000010,0x00000024,0x00000040
0x0800b3e8	178	85	0x0800ae0c,0x0800afcc,0x0800b3fe,0x0800b41e,0x0800b420,0x0800b432,0x0800b436,0x0800b442,0x0800b460,0x0800b462,0x0800b46a,0x0800b47a,0x0800b48a,0x0800b494,0x0800b496,0x0800c380,0x0800cc0c	0x0800ae0c,0x0800afcc,0x0800b3fe,0x0800b41e,0x0800b420,0x0800b432,0x0800b436,0x0800b442,0x0800b460,0x0800b462,0x0800b46a,0x0800b47a,0x0800b48a,0x0800b494,0x0800b496,0x0800b49c,0x0800b4a0,0x0800c380,0x0800cc0c,0x2000017c,0x20000180,0x20000184,0x20000188,0x20000190,0x20000194	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000c,0x00000010,0x00000014,0x0000001d
0x0800b4a4	26	11	0x0800b4ba,0x0800b4bc,0x0800bffc,0x0800c014	0x0800b4ba,0x0800b4bc,0x0800bffc,0x0800c014	0x00000000,0x0000001c
0x0800b4c0	26	13		0x0800b31d,0x0800b4dc	0x00000000,0x00000001,0x00000004,0x00000014,0x00000018,0x00000020
0x0800b4e0	84	33	0x0800a39c,0x0800a794,0x0800b51a,0x0800b528,0x0800b530,0x0800ba44,0x0800ba84,0x0800bac4,0x0800bae8,0x0800bb0c	0x0800a39c,0x0800a794,0x0800b51a,0x0800b528,0x0800b530,0x0800b534,0x0800b538,0x0800ba44,0x0800ba84,0x0800bac4,0x0800bae8,0x0800bb0c,0x20000008,0x2000000c	0x00000000,0x00000001,0x00000008,0x0000000c,0x00000017
0x0800b53c	104	46	0x0800a3ac,0x0800a7a2,0x0800b556,0x0800b564,0x0800b56c,0x0800b584,0x0800b592,0x0800b59a,0x0800ba64,0x0800bb2c	0x0800a3ac,0x0800a7a2,0x0800b556,0x0800b564,0x0800b56c,0x0800b584,0x0800b592,0x0800b59a,0x0800b5a4,0x0800b5a8,0x0800ba64,0x0800bb2c,0x20000088,0x2000008c	0x00000000,0x00000001,0x00000008,0x0000000c,0x00000010,0x0000001f,0x00000032
0x0800b5ac	42	20	0x0800b4e0,0x0800b5b6,0x0800b5ce,0x0800b5d0	0x0800b4e0,0x0800b5b6,0x0800b5ce,0x0800b5d0	0x00000000,0x00000001,0x00000007
0x0800b5d6	42	20	0x0800b53c,0x0800b5e0,0x0800b5f8,0x0800b5fa	0x0800b53c,0x0800b5e0,0x0800b5f8,0x0800b5fa	0x00000000,0x00000001,0x00000007
0x0800b600	118	53	0x080001e6,0x08003e90,0x08005048,0x080052e4,0x08005528,0x0800b658,0x0800b672	0x080001e6,0x08003e90,0x08005048,0x080052e4,0x08005528,0x0800b658,0x0800b672,0x20000000	0x00000000,0x00000001,0x00000002,0x00000004,0x00000007,0x00000008,0x00000009,0x0000000a,0x0000000c,0x0000000e,0x00000010,0x00000014,0x00000018,0x0000001c,0x00000020,0x00000024,0x00000028,0x0000002c,0x00000030,0x00000034,0x00000038,0x0000003c,0x00000040,0x00000044,0x0000004c,0x000000ff
0x0800b678	362	142	0x08004e9e,0x0800a7a2,0x0800a7b0,0x0800b6c6,0x0800b744,0x0800b7a8	0x08004e9e,0x0800a7a2,0x0800a7b0,0x0800b6c6,0x0800b744,0x0800b7a8,0x0800b7e4,0x0800b7e8	0x00000000,0x00000001,0x00000002,0x00000005,0x00000007,0x00000008,0x00000009,0x0000000a,0x00000013,0x0000001c,0x00000028,0x0000009b
0x0800ba44	24	11	0x08004d30,0x0800ba5a	0x08004d30,0x0800ba5a,0x0800ba5c,0x0800ba60,0x20000018	0x00000000,0x00000004
0x0800ba64	26	12	0x08004d30,0x0800ba7c	0x08004d30,0x0800ba7c,0x0800ba80,0x200000a4	0x00000000,0x00000004,0x00000005,0x0000001c
0x0800ba84	24	11	0x08004d30,0x0800ba9a	0x08004d30,0x0800ba9a,0x0800ba9c,0x0800baa0,0x20000018	0x00000001,0x00000004
0x0800baa4	26	12	0x08004d30,0x0800babc	0x08004d30,0x0800babc,0x0800bac0,0x200000a4	0x00000001,0x00000004,0x00000005,0x0000001c
0x0800bac4	14	6	0x08004e9e	0x08004e9e,0x0800bad4	0x00000001,0x00000004
0x0800bad8	16	7	0x08004e9e	0x08004e9e	0x00000001,0x00000005,0x00000008,0x0000001c
0x0800bae8	14	6	0x08004e9e	0x08004e9e,0x0800baf8	0x00000000,0x00000004
0x0800bafc	16	7	0x08004e9e	0x08004e9e	0x00000000,0x00000005,0x00000008,0x0000001c
0x0800bb0c	24	11	0x08004d30,0x0800bb22	0x08004d30,0x0800bb22,0x0800bb24,0x0800bb28,0x2000001c	0x00000001,0x00000008
0x0800bb2c	26	12	0x08004d30,0x0800bb44	0x08004d30,0x0800bb44,0x0800bb48,0x200000a8	0x00000001,0x00000005,0x00000008,0x0000001c
0x0800bb4c	30	14	0x08006b80,0x0800bb5a,0x0800bb68	0x08006b80,0x0800bb5a,0x0800bb68,0x0800bb6c,0x0800bb70,0x200000b8,0x200000c4,0x2000087e	0x00000001,0x00000002,0x00000003,0x00000004,0x0000000c
0x0800bb74	22	9	0x0800aaf0,0x0800ab26	0x0800aaf0,0x0800ab26,0x0800bb8c,0x200000cc	0x00000003,0x00000014,0x0000007d
0x0800be74	28	14	0x0800be7e,0x0800be88,0x0800be8c	0x0800be7e,0x0800be88,0x0800be8c	0x00000000,0x00000001,0x00000044,0x00000045,0x00000064,0x00000065
0x0800be90	42	16	0x080099e8,0x0800a7b0	0x080099e8,0x0800a7b0	0x00000003,0x00000005,0x00000006,0x00000007,0x0000001e,0x000000a6,0x000000c1
0x0800beba	36	14	0x080099e8	0x080099e8	0x00000003,0x00000005,0x00000006,0x00000007,0x00000020,0x00000081,0x000000ff
0x0800bede	42	16	0x080099e8,0x0800a7b0	0x080099e8,0x0800a7b0	0x00000003,0x00000004,0x00000005,0x00000006,0x00000007,0x0000001e,0x000000a6,0x000000c1
0x0800bf08	36	14	0x080099e8	0x080099e8	0x00000003,0x00000004,0x00000005,0x00000006,0x00000007,0x00000020,0x00000081,0x000000ff
0x0800bf2c	38	19	0x0800bf44	0x0800bf44	0x00000000,0x00000001,0x00000004,0x00000008,0x00000010
0x0800bf54	14	7		0x0800bf64,0x0800bf68	0x00000000,0x00000080
0x0800bf6c	16	8		0x0800bf7c,0x0800bf80	0x00000000,0x00000001,0x000000ff
0x0800bf94	22	11			0x00000000,0x00000004,0x00000008,0x0000000c,0x00000010
0x0800bfaa	6	3			0x00000000,0x00000010
0x0800bfb0	50	25	0x0800bfbe,0x0800bfc2,0x0800bfc4,0x0800bfcc	0x0800bfbe,0x0800bfc2,0x0800bfc4,0x0800bfcc	0x00000000,0x00000001,0x00000004,0x00000008,0x00000010
0x0800bfe2	24	12			0x00000000,0x00000001,0x00000004,0x00000008,0x00000010
0x0800bffc	20	8		0x0800c010,0x2000019c	0x00000000,0x00000001,0x0000000f
0x0800c014	24	12	0x0800c026,0x0800c028,0x0800c02a	0x0800c026,0x0800c028,0x0800c02a,0x0800c02c,0x2000019c	0x00000000,0x00000001
0x0800c030	68	31	0x0800afcc,0x0800c046,0x0800c048,0x0800c050,0x0800c052,0x0800c072,0x0800c380,0x0800cc0c	0x0800afcc,0x0800c046,0x0800c048,0x0800c050,0x0800c052,0x0800c072,0x0800c074,0x0800c380,0x0800cc0c,0x20000180,0x2000018c,0x20000190	0x00000000,0x00000001,0x00000004,0x00000008,0x00000010,0x00000014
0x0800c078	32	15	0x08000160	0x08000160,0x0800c098,0x0800c09c,0x20000124,0xe000e010,0xe000e014,0xe000e018	0x00000000,0x00000001,0x00000003,0x00000007,0x00000010,0x00000014,0x00000018,0x0000007d
0x0800c0a0	18	7		0x0800c0b4,0xe000ed04	0x00000001,0x00000004,0x0000000f,0x0000001c
0x0800c0b8	36	18	0x0800c0be,0x0800c0d0	0x0800c0be,0x0800c0d0,0x0800c0dc	0x00000000,0x00000001,0x00000003,0x00000004,0x00000008
0x0800c0e0	70	31	0x0800b374,0x0800bffc,0x0800c014,0x0800c0fe,0x0800c108,0x0800c11e,0x0800c19c	0x0800b374,0x0800bffc,0x0800c014,0x0800c0fe,0x0800c108,0x0800c11e,0x0800c19c	0x00000000,0x00000001,0x00000004,0x00000005,0x00000024,0x00000038,0x00000040
0x0800c128	48	20	0x0800abb0,0x0800c0a0,0x0800c13c,0x0800c13e,0x0800c14e,0x0800c156,0x0800c380,0x0800cc0c	0x0800abb0,0x0800c0a0,0x0800c13c,0x0800c13e,0x0800c14e,0x0800c156,0x0800c158,0x0800c380,0x0800cc0c,0x20000158	0x00000000,0x00000030
0x0800c15c	12	6		0x0800c168,0x20000134,0x20000148	0x00000000,0x00000004,0x0000000c,0x00000020
0x0800c16c	8	4		0x0800c174,0x20000144	0x00000001,0x0000001c
0x0800c178	32	14	0x0800abb0,0x0800bfb0,0x0800c194,0x0800c196	0x0800abb0,0x0800bfb0,0x0800c194,0x0800c196,0x0800c198,0x20000128	0x00000000,0x00000001,0x00000018
0x0800c19c	42	19	0x0800abb0,0x0800bfe2,0x0800c1b8,0x0800c1c2,0x0800c1c4	0x0800abb0,0x0800bfe2,0x0800c1b8,0x0800c1c2,0x0800c1c4,0x0800c1c8,0x20000128	0x00000000,0x00000018
0x0800c1cc	82	38	0x0800bf2c,0x0800bfe2,0x0800c1f8,0x0800c214,0x0800c216,0x0800c218,0x0800c21a,0x0800c21c	0x0800bf2c,0x0800bfe2,0x0800c1f8,0x0800c214,0x0800c216,0x0800c218,0x0800c21a,0x0800c21c,0x0800c220,0x0800c224,0x20000128,0x20000138,0x20000144,0x20000158	0x00000000,0x00000001,0x00000004,0x0000000c,0x00000010,0x00000014,0x0000001c,0x0000001f,0x0000002c,0x00000030
0x0800c228	84	36	0x0800b330,0x0800bf2c,0x0800bfe2,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c256,0x0800c272,0x0800c276,0x0800c278,0x0800c27a	0x0800b330,0x0800bf2c,0x0800bfe2,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c256,0x0800c272,0x0800c276,0x0800c278,0x0800c27a,0x0800c27c,0x0800c280,0x20000128,0x20000138	0x00000000,0x00000004,0x00000010,0x00000014,0x0000002c
0x0800c284	98	45	0x0800bf54,0x0800c2ba,0x0800c2bc,0x0800c2c4,0x0800c2ce,0x0800c2d0,0x0800c2e2,0x0800c57c,0x0800ca06,0x0800cd20	0x0800ae5d,0x0800bf54,0x0800c2ba,0x0800c2bc,0x0800c2c4,0x0800c2ce,0x0800c2d0,0x0800c2e2,0x0800c2e8,0x0800c2f0,0x0800c2f4,0x0800c57c,0x0800ca06,0x0800cd20,0x20000134,0x2000013c,0x20000150,0x20000154	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000c,0x00000010,0x00000014,0x00000018,0x0000001c,0x00000028,0x0000002c,0x0800c2e8
0x0800c2f8	128	54	0x0800b260,0x0800bf2c,0x0800bfe2,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c308,0x0800c31c,0x0800c332,0x0800c348,0x0800c35c,0x0800c35e,0x0800c362,0x0800c364,0x0800c372,0x0800c390	0x0800b260,0x0800bf2c,0x0800bfe2,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c308,0x0800c31c,0x0800c332,0x0800c348,0x0800c35c,0x0800c35e,0x0800c362,0x0800c364,0x0800c372,0x0800c378,0x0800c37c,0x0800c390,0x20000128,0x20000130,0x2000013c,0x20000158,0x200014a4	0x00000000,0x00000001,0x00000004,0x00000008,0x00000014,0x00000018,0x00000028,0x00000030,0x00000040
0x0800c380	10	5		0x0800c38c,0x20000128,0x20000158	0x00000001,0x00000030
0x0800c390	94	47	0x0800c3a2,0x0800c3b6,0x0800c3c6,0x0800c3de,0x0800c3ea,0x0800c3ec	0x0800c3a2,0x0800c3b6,0x0800c3c6,0x0800c3de,0x0800c3ea,0x0800c3ec,0x0800c3f0,0x0800c3f4,0x20000128,0x20000138,0x20000144,0x20000158	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000c,0x00000010,0x00000014,0x0000001c,0x00000030
0x0800c3f8	26	13	0x0800c3fe	0x0800c3fe	0x00000000,0x00000001,0x00000008,0x0000001f
0x0800c412	26	13	0x0800c418	0x0800c418	0x00000000,0x00000001,0x00000008,0x0000001f
0x0800c42c	16	7	0x0800b4e0	0x0800b4e0	0x00000000
0x0800c43c	16	7	0x0800b53c	0x0800b53c	0x00000000
0x0800c44c	42	19	0x0800bffc,0x0800c014,0x0800c45c,0x0800c45e,0x0800c460,0x0800c462	0x0800bffc,0x0800c014,0x0800c45c,0x0800c45e,0x0800c460,0x0800c462	0x00000000,0x00000018
0x0800c478	16	7	0x0800ce0c	0x0800bf85,0x0800c488,0x0800ce0c	0x00000000
0x0800c48c	30	13	0x0800b3e8,0x0800bf94,0x0800c4a6	0x0800b3e8,0x0800bf94,0x0800c4a6	0x00000000,0x00000004,0x0000001c,0x00000020
0x0800c4aa	34	16	0x0800bf94,0x0800c4c8,0x0800c4ca	0x0800bf94,0x0800c4c8,0x0800c4ca	0x00000000,0x00000001,0x00000004,0x0000001c,0x00000020
0x0800c4cc	18	7	0x080000f4,0x080000fc	0x080000f4,0x080000fc	0x00000000
0x0800c4de	138	66	0x0800c1cc,0x0800c380,0x0800c4f2,0x0800c4f4,0x0800c4f6,0x0800c4f8,0x0800c512,0x0800c530,0x0800c53a,0x0800c544,0x0800c550,0x0800c558,0x0800cc0c	0x0800c1cc,0x0800c380,0x0800c4f2,0x0800c4f4,0x0800c4f6,0x0800c4f8,0x0800c512,0x0800c530,0x0800c53a,0x0800c544,0x0800c550,0x0800c558,0x0800cc0c	0x00000000,0x00000001,0x00000004,0x00000005,0x00000007,0x00000008,0x0000000c,0x00000018,0x00000019
0x0800c568	16	7	0x0800ce0c	0x0800bf8d,0x0800c578,0x0800ce0c	
0x0800c57c	40	18	0x080000cc,0x0800c078	0x080000cc,0x0800c078,0x0800c5a4,0x0800c5a8,0x2000019c,0xe000ed20	0x00000000,0x00000008,0x00000010,0x00000020,0x000000ff
0x0800c5ac	32	13	0x080000f4,0x080000fc,0x0800c5c4,0x0800ca78	0x080000f4,0x080000fc,0x0800c5c4,0x0800c5cc,0x0800ca78,0xe000ed04	0x00000000,0x00000001,0x00000004,0x0000001c
0x0800c5d0	70	34	0x0800ae74,0x0800c5e4,0x0800c5ea,0x0800c5ec,0x0800c5ee,0x0800c5f0,0x0800c5f2,0x0800c5f4,0x0800c5f6,0x0800c5fc,0x0800c5fe	0x0800ae74,0x0800c5e4,0x0800c5ea,0x0800c5ec,0x0800c5ee,0x0800c5f0,0x0800c5f2,0x0800c5f4,0x0800c5f6,0x0800c5fc,0x0800c5fe	0x00000000,0x00000001,0x00000018,0x00000046,0x00000050
0x0800c616	112	50	0x0800bf94,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c666,0x0800c66e,0x0800c670,0x0800c672,0x0800cba0	0x0800bf94,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c666,0x0800c66e,0x0800c670,0x0800c672,0x0800cba0	0x00000000,0x00000001,0x00000004,0x00000005,0x00000008,0x0000000c,0x00000010,0x00000024,0x00000038,0x0000003c,0x00000040
0x0800c686	290	122	0x0800ad48,0x0800b080,0x0800b374,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c15c,0x0800c178,0x0800c380,0x0800c69c,0x0800c69e,0x0800c6a0,0x0800c6a8,0x0800c6aa,0x0800c6b6,0x0800c6b8,0x0800c6c8,0x0800c6ca,0x0800c6d4,0x0800c6f0,0x0800c712,0x0800c71a,0x0800c724,0x0800c72e,0x0800c736,0x0800c74c,0x0800c756,0x0800c776,0x0800c79c,0x0800c948,0x0800ca4c,0x0800cba0,0x0800cc0c	0x0800ad48,0x0800b080,0x0800b374,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c15c,0x0800c178,0x0800c380,0x0800c69c,0x0800c69e,0x0800c6a0,0x0800c6a8,0x0800c6aa,0x0800c6b6,0x0800c6b8,0x0800c6c8,0x0800c6ca,0x0800c6d4,0x0800c6f0,0x0800c712,0x0800c71a,0x0800c724,0x0800c72e,0x0800c736,0x0800c74c,0x0800c756,0x0800c776,0x0800c79c,0x0800c948,0x0800ca4c,0x0800cba0,0x0800cc0c	0x00000000,0x00000001,0x00000002,0x00000004,0x00000005,0x00000008,0x0000000c,0x00000010,0x00000014,0x0000001c,0x00000024,0x00000038,0x0000003c,0x00000040
0x0800c7a8	146	69	0x080000f4,0x080000fc,0x0800ad48,0x0800c7be,0x0800c7c0,0x0800c7c2,0x0800c7ca,0x0800c7cc,0x0800c7d8,0x0800c7da,0x0800c7ee,0x0800c7fa,0x0800c81a,0x0800c81e,0x0800cba0	0x080000f4,0x080000fc,0x0800ad48,0x0800c7be,0x0800c7c0,0x0800c7c2,0x0800c7ca,0x0800c7cc,0x0800c7d8,0x0800c7da,0x0800c7ee,0x0800c7fa,0x0800c81a,0x0800c81e,0x0800cba0	0x00000000,0x00000001,0x00000002,0x00000004,0x00000005,0x00000008,0x0000000c,0x00000010,0x0000001c,0x00000024,0x00000038,0x0000003c,0x00000040
0x0800c83a	270	112	0x0800ad24,0x0800b064,0x0800b374,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c15c,0x0800c178,0x0800c380,0x0800c84e,0x0800c850,0x0800c852,0x0800c85a,0x0800c85c,0x0800c86c,0x0800c86e,0x0800c878,0x0800c8a4,0x0800c8ae,0x0800c8ba,0x0800c8c4,0x0800c8cc,0x0800c8e2,0x0800c8ec,0x0800c916,0x0800c93c,0x0800c948,0x0800ca4c,0x0800cba0,0x0800cc0c	0x0800ad24,0x0800b064,0x0800b374,0x0800bffc,0x0800c014,0x0800c0a0,0x0800c15c,0x0800c178,0x0800c380,0x0800c84e,0x0800c850,0x0800c852,0x0800c85a,0x0800c85c,0x0800c86c,0x0800c86e,0x0800c878,0x0800c8a4,0x0800c8ae,0x0800c8ba,0x0800c8c4,0x0800c8cc,0x0800c8e2,0x0800c8ec,0x0800c916,0x0800c93c,0x0800c948,0x0800ca4c,0x0800cba0,0x0800cc0c	0x00000000,0x00000001,0x00000004,0x00000005,0x00000008,0x00000010,0x00000014,0x00000018,0x0000001c,0x00000024,0x00000038,0x00000040
