# G2 Apollo unanchored-function provenance census; regenerated by tools/analyze_g2_apollo_unanchored_census.py
entry	body_start	body_end_exclusive	envelope_bytes	official_opaque_bytes	bucket	evidence	confidence	detail
0x00441DA6	0x00441DA6	0x00441E66	192	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441E66	0x00441E66	0x00441E8A	36	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441E8A	0x00441E8A	0x00441EA2	24	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441EA2	0x00441EA2	0x00441EC4	34	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441EC4	0x00441EC4	0x00441ED8	20	20	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441ED8	0x00441ED8	0x00441F5E	134	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441F5E	0x00441F5E	0x00441F88	42	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441F88	0x00441F88	0x00441FF6	110	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00441FF6	0x00441FF6	0x00442012	28	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00442012	0x00442012	0x00442030	30	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00442030	0x00442030	0x0044207A	74	74	investigation-required-no-evidence	none	none	no closed-world evidence
0x0044207C	0x0044207C	0x004420A6	42	42	investigation-required-no-evidence	none	none	no closed-world evidence
0x004420A6	0x004420A6	0x004420BC	22	22	investigation-required-no-evidence	none	none	no closed-world evidence
0x004420BC	0x004420BC	0x004420CE	18	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004420D0	0x004420D0	0x004420E8	24	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004420E8	0x004420E8	0x00442114	44	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00442114	0x00442114	0x00442134	32	32	investigation-required-no-evidence	none	none	no closed-world evidence
0x005FA120	0x00442134	0x005FA132	1802238	0	rejected-oversized-envelope	analyzer-artifact	high	envelope exceeds the 16,384-byte trust cap; mixed data region
0x0044215A	0x0044215A	0x004421E2	136	136	investigation-required-no-evidence	none	none	no closed-world evidence
0x004421E2	0x004421E2	0x00442210	46	46	investigation-required-no-evidence	none	none	no closed-world evidence
0x00442228	0x00442228	0x00442238	16	16	investigation-required-no-evidence	none	none	no closed-world evidence
0x00442238	0x00442238	0x00442256	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x00442256	0x00442256	0x0044227E	40	40	investigation-required-no-evidence	none	none	no closed-world evidence
0x0044227E	0x0044227E	0x0044228A	12	12	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x00442618	0x00442618	0x0044264E	54	0	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x00442D64	0x00442D64	0x00442D86	34	0	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x0044347A	0x0044347A	0x00443480	6	6	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x00443484	0x00443484	0x00443496	18	18	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x0044349C	0x0044349C	0x004434AC	16	16	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x004434B4	0x004434B4	0x004434CC	24	24	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x004434D0	0x004434D0	0x004434E8	24	24	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x0044368E	0x0044368E	0x00443728	154	154	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x004445A4	0x004445A4	0x0044466C	200	200	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x0044466C	0x0044466C	0x00444684	24	24	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x00444694	0x00444694	0x004446A6	18	0	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x004446B4	0x004446B4	0x004446FE	74	0	first-party	closed-module-manifest	high	function-map manifest g2-display-thread
0x004448F4	0x004448F4	0x00444932	62	62	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x0044494C	0x0044494C	0x00444996	74	74	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x00444996	0x00444996	0x004449C4	46	46	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x00444C9C	0x00444C9C	0x00444DE6	330	330	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x00444DF0	0x00444DF0	0x00444E06	22	22	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x00444F26	0x00444F26	0x00444F60	58	58	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x00448670	0x00448670	0x004486BC	76	76	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x004486BC	0x004486BC	0x004486E0	36	36	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x004486EC	0x004486EC	0x0044871A	46	46	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x0044871A	0x0044871A	0x00448748	46	46	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x0044874C	0x0044874C	0x0044877A	46	46	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x00448784	0x00448784	0x004487A4	32	32	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x004487AC	0x004487AC	0x004487D2	38	38	first-party	closed-module-manifest	high	function-map manifest g2-ota-service
0x004488EC	0x004488EC	0x004488F4	8	8	investigation-required-no-evidence	none	none	no closed-world evidence
0x004488F4	0x004488F4	0x004488FC	8	8	investigation-required-no-evidence	none	none	no closed-world evidence
0x004488FC	0x004488FC	0x00448930	52	52	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448930	0x00448930	0x00448938	8	8	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448938	0x00448938	0x00448940	8	8	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448940	0x00448940	0x0044895E	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x0044895E	0x0044895E	0x004489E8	138	138	investigation-required-no-evidence	none	none	no closed-world evidence
0x004489E8	0x004489E8	0x00448A0C	36	36	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448A0C	0x00448A0C	0x00448A8E	130	130	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448A8E	0x00448A8E	0x00448AF0	98	98	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448AF0	0x00448AF0	0x00448B96	166	166	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448B96	0x00448B96	0x00448C74	222	222	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448C74	0x00448C74	0x00448CAA	54	54	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448CB8	0x00448CB8	0x00448CC4	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448CCC	0x00448CCC	0x00448D4E	130	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448D4E	0x00448D4E	0x00448DD2	132	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448DD2	0x00448DD2	0x00448E2A	88	88	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448E2A	0x00448E2A	0x00448E34	10	10	investigation-required-no-evidence	none	none	no closed-world evidence
0x00448E34	0x00448E34	0x00448E48	20	20	cmsis-freertos	call-topology-single-family	medium	every closed-world call target is cmsis-freertos
0x00448F7C	0x00448F7C	0x00448F90	20	20	cmsis-freertos	call-topology-single-family	medium	every closed-world call target is cmsis-freertos
0x00448F98	0x00448F98	0x00448FAC	20	20	cmsis-freertos	call-topology-single-family	medium	every closed-world call target is cmsis-freertos
0x0044900C	0x0044900C	0x0044900E	2	2	investigation-required-no-evidence	none	none	no closed-world evidence
0x0044900E	0x0044900E	0x0044903C	46	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044903C	0x0044903C	0x0044906C	48	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044906C	0x0044906C	0x00449094	40	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449094	0x00449094	0x004490CC	56	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004490CC	0x004490CC	0x004490E2	22	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004490E2	0x004490E2	0x004491AA	200	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004491AA	0x004491AA	0x004491B2	8	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004491B2	0x004491B2	0x004491E4	50	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004491E4	0x004491E4	0x004491FE	26	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004491FE	0x004491FE	0x00449238	58	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449238	0x00449238	0x004492C2	138	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004492C2	0x004492C2	0x00449376	180	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449376	0x00449376	0x00449398	34	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449398	0x00449398	0x004493B0	24	24	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004493B0	0x004493B0	0x00449498	232	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449498	0x00449498	0x004494D8	64	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004494D8	0x004494D8	0x00449522	74	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449522	0x00449522	0x0044953E	28	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044953E	0x0044953E	0x00449590	82	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449590	0x00449590	0x004495E4	84	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004495E4	0x004495E4	0x00449642	94	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449642	0x00449642	0x00449694	82	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044969C	0x0044969C	0x0044971C	128	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044971C	0x0044971C	0x004497B6	154	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004497B6	0x004497B6	0x0044981C	102	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044981C	0x0044981C	0x0044986E	82	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044986E	0x0044986E	0x0044989A	44	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044989A	0x0044989A	0x0044994E	180	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x0044994E	0x0044994E	0x004499B8	106	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x004499B8	0x004499B8	0x00449A0E	86	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449A0E	0x00449A0E	0x00449A32	36	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449A32	0x00449A32	0x00449ABE	140	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449ABE	0x00449ABE	0x00449B3C	126	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449B3C	0x00449B3C	0x00449BB6	122	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449BBC	0x00449BBC	0x00449BC8	12	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449BC8	0x00449BC8	0x00449BEC	36	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449BEC	0x00449BEC	0x00449C14	40	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449C14	0x00449C14	0x00449D3E	298	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449D3E	0x00449D3E	0x00449DD0	146	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449DD4	0x00449DD4	0x00449E8E	186	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449E98	0x00449E98	0x00449EB8	32	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449EB8	0x00449EB8	0x00449ECA	18	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449ECA	0x00449ECA	0x00449ED2	8	0	cmsis-freertos	closed-module-manifest	high	function-map manifest cmsis-freertos-v10.5.1-linked
0x00449ED4	0x00449ED4	0x00449FDA	262	262	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x00449FDA	0x00449FDA	0x0044A100	294	294	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A100	0x0044A100	0x0044A108	8	8	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A108	0x0044A108	0x0044A192	138	138	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A192	0x0044A192	0x0044A19A	8	8	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A19A	0x0044A19A	0x0044A1C6	44	44	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A1C6	0x0044A1C6	0x0044A1EA	36	36	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A1EA	0x0044A1EA	0x0044A1FE	20	20	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A3B4	0x0044A3B4	0x0044A3F0	60	60	first-party	closed-module-manifest	high	function-map manifest g2-service-time
0x0044A43C	0x0044A43C	0x0044A472	54	0	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0044A474	0x0044A474	0x0044A488	20	20	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044A488	0x0044A488	0x0044A4B0	40	40	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044A4B0	0x0044A4B0	0x0044A530	128	128	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044A530	0x0044A530	0x0044A5E0	176	176	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044A5E0	0x0044A5E0	0x0044A622	66	66	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044A622	0x0044A622	0x0044A63A	24	24	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044A71A	0x0044A71A	0x0044A78E	116	116	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044A9AE	0x0044A9AE	0x0044A9B4	6	6	first-party	closed-module-manifest	high	function-map manifest g2-compress-log-port
0x0044AA2C	0x0044AA2C	0x0044AA40	20	20	cmsis-freertos	call-topology-single-family	medium	every closed-world call target is cmsis-freertos
0x0044AA40	0x0044AA40	0x0044AA56	22	22	cmsis-freertos	call-topology-single-family	medium	every closed-world call target is cmsis-freertos
