# SPDX-License-Identifier: MIT
path	components	overlay_license	source_spdx	upstream_record	desired_license	disposition	source_sha256_before
components/shared/cordio/runtime_cordio_wsf_timer_candidate.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	4c6f474b45afa721c5c70233f4139195add611e908b0207b0bb13569fca6f9fc
components/shared/freertos_cli/runtime_freertos_cli_console_consume_byte.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	fb0901dbea93c350c7d2d7428b02a0353c887299e881a91ea2bb4cae39d8bffd
components/shared/freertos_cli/runtime_freertos_cli_console_fill.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	ab462c7907249429fb42b1ec6a4bd10dfc45b3d229b00ea2566030d34f3f36eb
components/shared/freertos_cli/runtime_freertos_cli_console_poll_once.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	2a91f15ef412cdc2bb8496302497fb74a7b656cf2be3eec5832fdc409aa1a125
components/shared/freertos_cli/runtime_freertos_cli_console_process_command.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	56ce2bedc38adbc159cce94b5819b63e76cd8734783a91aafc264d37386daa7e
components/shared/freertos_cli/runtime_freertos_cli_console_register_groups.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	f450a90f191e7c38bb925ed7afe151f4a697a4ac6b46a93faa7e87135d1615d1
components/shared/freertos_cli/runtime_freertos_cli_console_state_initialize.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	a732d6b330ba38b24f1d087e39ac04878151630fcd13a9d0535780330c6d6946
components/shared/freertos_cli/runtime_freertos_cli_console_task.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	aff16ec008b73a0f732731220e1ec507220a283e2c4170bd6b100acefeeb5dae
components/shared/runtime/runtime_aeabi_double.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	5f3db15d58c1fda25981edfaebc136c67c58df5d49a06602db121cc7ddf96139
components/shared/runtime/runtime_format_scan.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	792e95d3ef22974f228a6b81edd9a9f4b92a39ab0dc7e47328394745c7a88765
components/shared/runtime/runtime_iar_format_output.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	a74adc3bdeb87c56da8825bb162adbc3edf6de93ed4f848b6457c9c75c8a3999
components/shared/runtime/runtime_iar_format_output.h	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	96ad79d7be14db4123dac2acd0a2f1415650ea9260650e46e298076083566ebf
components/shared/tinyframe/runtime_tinyframe_g2_atomic_boundary_candidate.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	295efb659b32e34a53cffe7bcd879960371607c45f32b2c95fb737acf1e476c0
